customer_id,gender,age,region,contract_type,internet_service,payment_method,tenure_months,monthly_charges,total_charges,support_tickets,late_payments,senior_citizen,churn,signup_date
10482,Female,67,East,Month-to-Month,DSL,Bank Transfer,18,103.42,1899.77,5.0,2,Yes,Yes,2023-07-12
10483,Male,43,North,Month-to-Month,Fiber Optic,Bank Transfer,11,82.19,973.77,2.0,0,No,Yes,2023-07-30
10484,Female,66,East,Month-to-Month,DSL,Credit Card,62,52.98,3518.38,5.0,0,Yes,No,2024-04-19
10485,Female,67,North,One Year,No Internet,Credit Card,19,103.08,1855.09,1.0,1,Yes,No,2021-04-15
10486,Female,22,West,Month-to-Month,Fiber Optic,Credit Card,24,88.58,2286.47,4.0,1,No,Yes,2025-05-09
10487,Male,37,South,Month-to-Month,DSL,Electronic Check,13,52.22,727.25,2.0,1,No,No,2025-09-21
10488,Male,69,South,Month-to-Month,DSL,Electronic Check,46,106.73,4810.3,0.0,2,Yes,Yes,2020-03-18
10489,Female,58,South,Month-to-Month,DSL,Electronic Check,53,95.17,5433.71,1.0,1,No,No,2022-11-25
10490,Female,28,East,Month-to-Month,DSL,Mailed Check,29,118.22,3173.77,1.0,2,No,Yes,2023-04-12
10491,Male,73,East,Month-to-Month,No Internet,Electronic Check,36,63.48,2344.06,0.0,3,Yes,Yes,2021-10-08
10492,Female,71,West,One Year,Fiber Optic,Electronic Check,71,74.98,5124.39,0.0,2,Yes,No,2023-09-15
10493,Male,50,East,Month-to-Month,Fiber Optic,Electronic Check,17,59.84,956.97,2.0,4,No,No,2022-12-14
10494,Male,67,East,Month-to-Month,Fiber Optic,Bank Transfer,48,72.83,3539.21,0.0,0,Yes,No,2022-02-02
10495,Male,55,North,Month-to-Month,No Internet,Electronic Check,24,62.34,1449.8,1.0,3,No,No,2021-04-03
10496,Male,44,West,One Year,DSL,Credit Card,54,89.08,4938.72,1.0,2,No,No,2021-11-22
10497,Female,51,South,Two Year,DSL,Electronic Check,1,43.77,44.05,1.0,1,No,No,2024-01-18
10498,Male,32,East,Month-to-Month,Fiber Optic,Bank Transfer,67,70.42,4637.06,2.0,0,No,No,2025-01-18
10499,Female,49,East,Two Year,No Internet,Mailed Check,6,109.42,623.1,3.0,0,No,No,2020-03-14
10500,Female,75,East,Month-to-Month,DSL,Mailed Check,55,20.0,1117.82,2.0,1,Yes,No,2024-01-18
10501,Female,38,South,Two Year,DSL,Credit Card,38,79.01,3160.54,3.0,2,No,No,2022-03-29
10502,Female,63,South,Month-to-Month,Fiber Optic,Bank Transfer,33,54.74,1835.32,3.0,0,Yes,Yes,2025-05-31
10503,Male,22,South,One Year,Fiber Optic,Credit Card,8,66.87,544.42,5.0,0,No,No,2020-06-03
10504,Female,23,South,Month-to-Month,DSL,Credit Card,20,107.58,2155.68,2.0,0,No,No,2021-06-02
10505,Female,55,West,Month-to-Month,DSL,Credit Card,55,73.79,3985.88,2.0,1,No,No,2021-01-09
10506,Male,39,West,Two Year,Fiber Optic,Electronic Check,48,148.43,7076.14,2.0,1,No,No,2020-12-08
10507,Female,35,West,One Year,DSL,Bank Transfer,56,87.67,5294.07,1.0,1,No,No,2025-09-22
10508,Female,31,North,Month-to-Month,Fiber Optic,Electronic Check,10,66.26,689.07,2.0,0,No,No,2021-07-01
10509,Female,27,West,Month-to-Month,DSL,Credit Card,52,85.94,4419.23,3.0,0,No,No,2023-01-25
10510,Female,63,West,Month-to-Month,DSL,Credit Card,50,100.25,4978.25,1.0,1,Yes,No,2021-03-11
10511,Female,30,South,Two Year,Fiber Optic,Credit Card,34,95.05,3231.51,1.0,1,No,No,2022-10-27
10512,Male,48,South,One Year,DSL,Bank Transfer,36,66.62,2459.45,3.0,0,No,No,2021-03-19
10513,Female,47,South,Month-to-Month,Fiber Optic,Bank Transfer,61,44.72,2713.06,6.0,1,No,No,2021-04-23
10514,Female,20,South,One Year,Fiber Optic,Bank Transfer,16,78.94,1300.66,3.0,1,No,Yes,2025-03-15
10515,Male,47,North,Two Year,No Internet,Credit Card,18,108.69,1902.95,0.0,1,No,No,2024-02-26
10516,Male,23,East,One Year,Fiber Optic,Electronic Check,71,67.08,4694.58,1.0,0,No,No,2020-02-06
10517,Male,46,East,One Year,Fiber Optic,Credit Card,47,76.7,3814.88,3.0,0,No,No,2024-04-05
10518,Female,25,North,One Year,Fiber Optic,Mailed Check,32,111.83,3480.6,1.0,1,No,No,2020-04-07
10519,Female,61,North,Month-to-Month,Fiber Optic,Mailed Check,43,102.49,4734.56,4.0,0,Yes,No,2022-11-10
10520,Male,62,East,Month-to-Month,Fiber Optic,Bank Transfer,40,54.25,2056.29,1.0,3,Yes,No,2023-06-09
10521,Female,60,South,Two Year,Fiber Optic,Electronic Check,65,79.28,4940.21,0.0,2,Yes,No,2021-04-12
10522,Male,61,East,Month-to-Month,DSL,Electronic Check,35,107.17,3729.15,4.0,2,Yes,No,2020-12-19
10523,Female,50,East,Two Year,Fiber Optic,Credit Card,69,82.66,5974.95,2.0,0,No,No,2020-03-12
10524,Female,34,North,Month-to-Month,DSL,Mailed Check,50,107.78,5588.67,7.0,1,No,Yes,2023-10-07
10525,Female,65,East,Month-to-Month,Fiber Optic,Bank Transfer,12,124.19,1412.66,2.0,1,Yes,No,2022-12-11
10526,Male,28,East,Two Year,Fiber Optic,Mailed Check,58,58.81,3267.27,2.0,0,No,No,2023-05-30
10527,Male,30,West,One Year,Fiber Optic,Bank Transfer,63,79.62,5076.46,1.0,1,No,No,2022-10-20
10528,Male,67,South,Month-to-Month,No Internet,Electronic Check,49,88.44,4191.53,0.0,1,Yes,Yes,2024-12-25
10529,Male,28,West,One Year,DSL,Electronic Check,36,33.56,1193.15,3.0,1,No,No,2022-09-16
10530,Female,48,North,One Year,DSL,Electronic Check,54,66.42,3578.99,1.0,0,No,Yes,2021-04-04
10531,Female,45,North,One Year,Fiber Optic,Credit Card,47,100.65,4801.88,3.0,1,No,No,2023-04-05
10532,Female,61,East,Month-to-Month,No Internet,Electronic Check,32,56.44,1734.14,2.0,0,Yes,Yes,2023-07-30
10533,Female,23,South,Two Year,Fiber Optic,Bank Transfer,53,96.7,4848.87,0.0,1,No,No,2021-12-17
10534,Female,58,East,Two Year,Fiber Optic,Bank Transfer,32,67.0,2109.2,3.0,0,No,No,2021-01-01
10535,Female,33,South,Month-to-Month,DSL,Electronic Check,62,56.72,3281.46,3.0,2,No,No,2021-08-29
10536,Female,21,North,Two Year,Fiber Optic,Electronic Check,37,100.6,3738.14,4.0,1,No,No,2022-01-18
10537,Female,52,South,Two Year,No Internet,Electronic Check,38,101.2,4054.56,1.0,0,No,No,2024-08-26
10538,Male,65,East,One Year,Fiber Optic,Bank Transfer,30,69.23,1950.28,3.0,1,Yes,No,2021-08-24
10539,Male,73,West,One Year,No Internet,Credit Card,58,41.72,2269.82,1.0,1,Yes,No,2021-09-11
10540,Male,43,East,Month-to-Month,DSL,Electronic Check,32,71.07,2121.49,1.0,0,No,No,2020-09-11
10541,Female,74,East,Month-to-Month,DSL,Mailed Check,66,83.67,5829.57,1.0,0,Yes,No,2023-05-08
10542,Female,29,North,One Year,Fiber Optic,Credit Card,51,68.98,3281.97,0.0,0,No,No,2022-04-15
10543,Male,28,East,Two Year,Fiber Optic,Credit Card,11,123.52,1463.82,3.0,1,No,No,2025-01-24
10544,Female,54,North,One Year,No Internet,Bank Transfer,59,68.33,3940.09,2.0,1,No,No,2021-10-30
10545,Female,42,East,Month-to-Month,Fiber Optic,Bank Transfer,20,68.77,1337.72,2.0,2,No,No,2020-09-09
10546,Male,35,West,Month-to-Month,DSL,Bank Transfer,37,120.29,4159.92,0.0,1,No,No,2021-05-08
10547,Male,36,South,Month-to-Month,No Internet,Credit Card,49,103.66,5148.94,2.0,2,No,No,2023-02-04
10548,Female,40,West,Month-to-Month,Fiber Optic,Credit Card,19,68.81,1325.36,4.0,2,No,Yes,2024-05-23
10549,Male,72,North,Month-to-Month,DSL,Bank Transfer,55,98.68,5422.02,3.0,1,Yes,Yes,2020-12-01
10550,Female,55,North,One Year,DSL,Credit Card,40,55.6,2156.75,2.0,2,No,No,2025-10-01
10551,Male,71,South,Month-to-Month,Fiber Optic,Bank Transfer,7,106.19,727.7,7.0,1,Yes,Yes,2024-11-11
10552,Female,35,West,One Year,Fiber Optic,Mailed Check,5,131.43,638.28,2.0,0,No,No,2025-02-10
10553,Female,43,North,Month-to-Month,Fiber Optic,Mailed Check,42,56.78,2356.58,4.0,1,No,No,2020-07-28
10554,Female,23,South,One Year,Fiber Optic,Electronic Check,48,73.56,3441.5,3.0,5,No,No,2022-10-09
10555,Female,21,North,One Year,DSL,Electronic Check,7,59.1,425.32,4.0,1,No,No,2023-10-08
10556,Male,61,West,Month-to-Month,Fiber Optic,Electronic Check,11,93.64,996.38,2.0,0,Yes,Yes,2022-06-12
10557,Male,68,North,Month-to-Month,No Internet,Bank Transfer,49,83.83,4009.64,2.0,1,Yes,No,2023-07-06
10558,Male,46,North,Month-to-Month,Fiber Optic,Credit Card,30,84.77,2516.84,5.0,0,No,Yes,2020-12-02
10559,Female,51,North,Two Year,DSL,Electronic Check,41,24.95,941.76,1.0,3,No,No,2023-11-19
10560,Female,34,East,Month-to-Month,DSL,Electronic Check,3,41.22,123.5,3.0,3,No,Yes,2021-11-05
10561,Female,60,East,One Year,Fiber Optic,Electronic Check,40,64.91,2494.96,5.0,1,Yes,No,2020-04-14
10562,Male,60,South,Two Year,Fiber Optic,Electronic Check,51,96.0,4548.31,2.0,5,Yes,No,2021-12-03
10563,Male,70,East,One Year,DSL,,32,37.12,1265.96,2.0,1,Yes,No,2023-02-21
10564,Male,33,North,Month-to-Month,No Internet,Bank Transfer,48,49.16,2292.63,4.0,2,No,No,2025-08-15
10565,Male,19,West,Two Year,Fiber Optic,Electronic Check,71,53.66,3764.8,3.0,1,No,No,2023-07-14
10566,Female,51,West,Month-to-Month,Fiber Optic,Electronic Check,71,95.53,7137.87,2.0,0,No,No,2023-07-16
10567,Male,72,East,Month-to-Month,Fiber Optic,Bank Transfer,20,115.29,2182.87,1.0,0,Yes,Yes,2021-11-04
10568,Male,25,East,Two Year,Fiber Optic,Bank Transfer,35,85.85,3173.16,3.0,2,No,No,2023-05-03
10569,Female,30,South,One Year,DSL,Electronic Check,24,121.84,2803.28,1.0,0,No,Yes,2022-01-26
10570,Male,59,South,Month-to-Month,No Internet,Electronic Check,40,75.85,3077.22,2.0,0,No,No,2022-12-24
10571,Male,25,North,Month-to-Month,Fiber Optic,Bank Transfer,52,84.65,4532.57,1.0,1,No,No,2020-07-19
10572,Female,47,West,Month-to-Month,No Internet,Credit Card,39,52.4,2176.03,2.0,0,No,No,2020-08-29
10573,Male,49,North,Month-to-Month,Fiber Optic,Electronic Check,68,92.07,6368.58,0.0,0,No,No,2025-08-12
10574,Female,53,North,Month-to-Month,DSL,Electronic Check,61,51.33,3107.7,4.0,1,No,No,2024-01-27
10575,Female,64,North,Two Year,Fiber Optic,Electronic Check,65,57.53,3782.69,3.0,0,Yes,No,2022-08-25
10576,Female,47,East,Two Year,Fiber Optic,Credit Card,62,,3354.33,2.0,1,No,No,2020-11-09
10577,Male,18,North,Two Year,Fiber Optic,Mailed Check,2,76.39,157.4,6.0,0,No,No,2022-06-01
10578,Female,60,South,Month-to-Month,Fiber Optic,Bank Transfer,6,74.5,424.61,3.0,2,Yes,Yes,2021-05-12
10579,Male,56,South,One Year,DSL,Credit Card,43,138.37,6004.41,1.0,0,No,No,2024-04-06
10580,Male,34,East,Two Year,DSL,Credit Card,40,72.23,2957.43,1.0,0,No,No,2025-10-19
10581,Male,37,North,Two Year,Fiber Optic,Bank Transfer,39,86.82,3601.92,3.0,1,No,No,2025-03-20
10582,Female,41,North,Month-to-Month,No Internet,Credit Card,28,58.2,1616.61,5.0,0,No,No,2025-06-17
10583,Male,67,West,Month-to-Month,Fiber Optic,Electronic Check,63,160.0,10524.06,3.0,1,Yes,No,2024-03-20
10584,Male,39,East,Month-to-Month,DSL,Bank Transfer,64,48.9,2963.12,5.0,0,No,No,2025-06-21
10585,Female,46,West,One Year,Fiber Optic,Mailed Check,12,75.16,852.31,3.0,0,No,No,2023-08-25
10586,Male,39,West,One Year,Fiber Optic,Credit Card,41,111.98,4609.4,3.0,2,No,No,2024-04-21
10587,Male,61,West,Two Year,Fiber Optic,Bank Transfer,29,87.06,2563.66,7.0,1,Yes,Yes,2025-09-09
10588,Male,26,North,Month-to-Month,DSL,Credit Card,23,40.17,943.47,1.0,0,No,No,2023-05-29
10589,Male,54,North,Month-to-Month,DSL,Credit Card,51,72.68,3852.38,3.0,1,No,Yes,2024-03-21
10590,Male,27,North,Month-to-Month,Fiber Optic,Electronic Check,45,103.99,4526.01,3.0,4,No,Yes,2024-06-28
10591,Male,53,South,Month-to-Month,Fiber Optic,Bank Transfer,22,99.8,2238.67,3.0,1,No,Yes,2023-09-22
10592,Female,54,West,Month-to-Month,Fiber Optic,Bank Transfer,10,103.53,983.64,2.0,1,No,Yes,2025-02-21
10593,Male,45,East,One Year,DSL,Bank Transfer,7,126.64,846.62,0.0,2,No,No,2021-07-17
10594,Male,45,North,Month-to-Month,DSL,Electronic Check,15,78.79,1100.03,2.0,4,No,No,2025-08-22
10595,Female,59,East,One Year,Fiber Optic,Electronic Check,46,106.89,5111.26,2.0,2,No,No,2023-04-24
10596,Male,60,West,Month-to-Month,Fiber Optic,Credit Card,61,26.4,1612.2,1.0,0,Yes,No,2022-01-03
10597,Female,38,East,Month-to-Month,DSL,Credit Card,61,118.64,6933.88,1.0,1,No,No,2022-01-22
10598,Male,41,East,Month-to-Month,Fiber Optic,Credit Card,51,88.62,4560.29,3.0,2,No,No,2020-05-27
10599,Male,59,South,Two Year,Fiber Optic,Mailed Check,38,60.3,2237.96,2.0,2,No,No,2025-04-09
10600,Male,57,East,Month-to-Month,Fiber Optic,Bank Transfer,12,82.12,1038.61,2.0,1,No,No,2022-10-17
10601,Male,19,West,Two Year,Fiber Optic,Credit Card,66,98.56,6534.26,2.0,1,No,No,2022-12-14
10602,Male,72,East,Month-to-Month,DSL,Electronic Check,54,97.87,4887.39,3.0,1,Yes,No,2024-09-29
10603,Male,25,North,Two Year,DSL,Electronic Check,39,64.62,2715.78,1.0,2,No,Yes,2024-11-20
10604,Male,65,West,Two Year,Fiber Optic,Bank Transfer,39,97.04,3526.79,3.0,3,Yes,No,2021-11-22
10605,Male,44,North,Month-to-Month,DSL,Bank Transfer,30,65.42,2024.13,1.0,1,No,No,2025-09-23
10606,Male,39,West,One Year,Fiber Optic,Bank Transfer,48,99.29,4718.07,4.0,0,No,No,2024-10-11
10607,Male,54,East,Month-to-Month,No Internet,Credit Card,31,77.16,2296.02,1.0,1,No,Yes,2025-11-03
10608,Male,44,West,Two Year,DSL,Electronic Check,25,74.52,1915.6,1.0,1,No,No,2024-12-10
10609,Male,74,East,Month-to-Month,DSL,Mailed Check,68,64.23,4106.21,3.0,0,Yes,No,2020-09-20
10610,Female,46,West,Month-to-Month,Fiber Optic,Mailed Check,51,97.09,5235.41,1.0,1,No,No,2023-06-02
10611,Male,20,West,One Year,Fiber Optic,Credit Card,13,66.34,828.01,2.0,0,No,Yes,2020-08-03
10612,Female,61,South,Two Year,Fiber Optic,,63,86.87,5351.49,2.0,1,Yes,No,2020-08-18
10613,Female,30,East,Month-to-Month,DSL,Credit Card,42,56.14,2407.92,2.0,2,No,Yes,2024-09-21
10614,Male,62,North,One Year,Fiber Optic,Mailed Check,54,62.16,3088.66,1.0,0,Yes,No,2023-04-15
10615,Female,27,East,Month-to-Month,No Internet,Bank Transfer,67,54.36,3626.24,0.0,2,No,Yes,2024-03-20
10616,Female,53,West,Month-to-Month,No Internet,Bank Transfer,56,66.8,3976.77,3.0,1,No,No,2024-10-12
10617,Male,26,West,One Year,DSL,Electronic Check,19,58.79,1149.25,1.0,1,No,No,2021-12-07
10618,Male,71,South,Month-to-Month,No Internet,Electronic Check,46,81.91,3700.28,3.0,2,Yes,No,2021-05-27
10619,Female,73,East,Month-to-Month,Fiber Optic,Electronic Check,15,88.99,1369.11,2.0,1,Yes,Yes,2025-03-11
10620,Female,72,East,Two Year,Fiber Optic,Mailed Check,32,107.36,3675.49,3.0,0,Yes,No,2023-01-29
10621,Male,44,West,Month-to-Month,Fiber Optic,Credit Card,49,84.89,3951.83,0.0,0,No,No,2025-04-20
10622,Male,51,East,One Year,DSL,Bank Transfer,21,76.52,1615.1,4.0,1,No,No,2025-06-15
10623,Male,68,East,Month-to-Month,Fiber Optic,Electronic Check,65,133.65,8318.55,1.0,2,Yes,Yes,2020-12-16
10624,Male,18,North,Month-to-Month,No Internet,Mailed Check,70,,4514.23,7.0,0,No,No,2022-03-13
10625,Female,49,East,Month-to-Month,Fiber Optic,Bank Transfer,27,79.87,2232.76,2.0,0,No,No,2021-03-26
10626,Male,42,East,One Year,Fiber Optic,Electronic Check,23,117.09,2822.8,3.0,1,No,Yes,2023-07-16
10627,Male,46,North,One Year,No Internet,Mailed Check,47,48.08,2419.94,,2,No,No,2022-06-20
10628,Female,24,West,Month-to-Month,Fiber Optic,Electronic Check,12,119.88,1376.95,3.0,1,No,No,2020-03-03
10629,Male,66,East,Month-to-Month,Fiber Optic,Electronic Check,66,81.08,4964.89,4.0,0,Yes,Yes,2024-11-23
10630,Male,20,East,Two Year,DSL,Electronic Check,5,46.17,223.13,5.0,3,No,Yes,2021-05-19
10631,Female,37,North,Month-to-Month,Fiber Optic,Mailed Check,9,109.63,970.75,2.0,0,No,No,2024-08-26
10632,Female,37,East,Two Year,Fiber Optic,Mailed Check,20,75.72,1544.73,3.0,2,No,No,2024-07-11
10633,Male,70,West,Month-to-Month,Fiber Optic,Electronic Check,63,132.61,8752.37,4.0,1,Yes,Yes,2023-04-23
10634,Female,47,East,One Year,DSL,Bank Transfer,72,74.03,5202.07,4.0,1,No,No,2024-05-13
10635,Male,52,North,Month-to-Month,No Internet,Bank Transfer,71,73.85,5221.12,3.0,2,No,No,2025-01-12
10636,Male,52,West,Two Year,No Internet,Bank Transfer,30,52.35,1642.23,2.0,1,No,No,2022-02-02
10637,Female,66,North,One Year,Fiber Optic,Electronic Check,16,83.33,1274.69,1.0,0,Yes,No,2021-03-01
10638,Male,56,South,Month-to-Month,Fiber Optic,Credit Card,5,80.18,382.76,2.0,1,No,Yes,2022-04-12
10639,Male,44,North,Month-to-Month,Fiber Optic,Bank Transfer,29,120.28,3537.92,2.0,0,No,No,2021-05-14
10640,Male,43,West,One Year,No Internet,Electronic Check,47,79.24,3686.18,4.0,6,No,No,2022-04-24
10641,Male,31,East,One Year,Fiber Optic,Credit Card,22,104.64,2467.42,0.0,0,No,No,2022-11-26
10642,Male,34,West,Month-to-Month,Fiber Optic,Bank Transfer,57,89.46,4982.57,7.0,1,No,No,2024-03-29
10643,Male,35,East,Month-to-Month,DSL,Electronic Check,35,61.73,2250.28,1.0,0,No,No,2023-11-21
10644,Male,62,East,Two Year,No Internet,Mailed Check,60,76.27,4637.04,1.0,2,Yes,No,2022-01-19
10645,Male,69,South,Month-to-Month,Fiber Optic,Electronic Check,70,126.77,8241.48,1.0,0,Yes,Yes,2024-05-09
10646,Female,46,West,One Year,Fiber Optic,Mailed Check,60,60.79,3404.85,0.0,1,No,No,2025-05-01
10647,Female,37,West,Month-to-Month,Fiber Optic,Electronic Check,58,97.49,5385.86,1.0,1,No,No,2022-11-11
10648,Female,70,North,Two Year,Fiber Optic,Electronic Check,3,119.41,337.78,1.0,0,Yes,No,2021-05-09
10649,Female,44,North,Two Year,DSL,Electronic Check,34,46.63,1542.14,1.0,2,No,No,2023-05-11
10650,Male,35,East,Two Year,DSL,Bank Transfer,45,90.05,4103.46,3.0,0,No,No,2022-08-07
10651,Male,21,South,Month-to-Month,DSL,Bank Transfer,50,95.08,4831.86,1.0,1,No,No,2023-10-01
10652,Female,18,East,Two Year,Fiber Optic,Electronic Check,2,49.64,100.67,5.0,1,No,No,2022-11-04
10653,Female,67,North,Month-to-Month,Fiber Optic,Electronic Check,15,114.76,1616.08,4.0,3,Yes,Yes,2022-11-19
10654,Female,18,South,One Year,Fiber Optic,Bank Transfer,37,72.15,2712.36,4.0,1,No,No,2024-11-22
10655,Male,75,North,Month-to-Month,Fiber Optic,Credit Card,15,95.97,1418.76,1.0,0,Yes,Yes,2024-07-10
10656,Male,43,North,Month-to-Month,DSL,Bank Transfer,60,97.6,6233.64,3.0,0,No,Yes,2021-09-11
10657,Male,62,East,Two Year,Fiber Optic,Electronic Check,64,112.0,7640.5,3.0,1,Yes,Yes,2021-09-18
10658,Male,37,West,Month-to-Month,Fiber Optic,Bank Transfer,52,48.6,2635.64,4.0,1,No,No,2020-09-28
10659,Female,69,North,One Year,Fiber Optic,Bank Transfer,23,131.72,3128.01,0.0,1,Yes,Yes,2021-02-23
10660,Female,40,West,One Year,Fiber Optic,Mailed Check,37,122.45,4251.53,1.0,0,No,Yes,2025-08-09
10661,Male,27,South,One Year,Fiber Optic,Bank Transfer,41,113.3,4336.62,1.0,0,No,No,2021-05-03
10662,Female,28,West,Month-to-Month,No Internet,Electronic Check,57,81.04,4871.19,0.0,1,No,No,2022-03-06
10663,Female,58,West,Month-to-Month,Fiber Optic,Electronic Check,25,76.11,1880.53,3.0,1,No,Yes,2023-09-03
10664,Male,58,East,Two Year,DSL,Bank Transfer,37,39.92,1465.55,1.0,1,No,No,2021-04-11
10665,Male,22,West,Month-to-Month,Fiber Optic,Credit Card,40,46.4,1959.28,5.0,0,No,No,2021-03-15
10666,Male,75,North,Month-to-Month,Fiber Optic,Mailed Check,46,103.11,4835.21,5.0,1,Yes,Yes,2023-09-16
10667,Male,18,North,Month-to-Month,No Internet,Bank Transfer,60,98.29,5594.89,1.0,1,No,No,2020-09-29
10668,Male,34,North,Month-to-Month,Fiber Optic,Credit Card,19,84.88,1538.15,8.0,1,No,No,2022-11-10
10669,Male,39,South,Two Year,DSL,Credit Card,9,55.48,459.88,2.0,0,No,No,2024-02-24
10670,Male,51,South,Month-to-Month,Fiber Optic,Credit Card,69,88.75,6330.16,2.0,1,No,No,2022-08-13
10671,Male,73,South,One Year,DSL,Electronic Check,5,55.99,279.31,0.0,3,Yes,No,2023-07-14
10672,Female,62,East,Month-to-Month,DSL,Electronic Check,26,72.54,2021.82,3.0,2,Yes,No,2025-04-03
10673,Male,58,North,Month-to-Month,No Internet,Credit Card,19,54.56,1072.14,3.0,1,No,Yes,2020-07-06
10674,Male,46,East,Month-to-Month,No Internet,Electronic Check,30,87.3,2452.71,0.0,2,No,No,2024-02-07
10675,Male,21,East,Month-to-Month,DSL,Electronic Check,48,103.1,4680.81,0.0,0,No,No,2020-07-26
10676,Female,22,North,Month-to-Month,Fiber Optic,Electronic Check,16,99.71,1595.8,2.0,1,No,No,2020-03-14
10677,Male,28,West,One Year,DSL,Electronic Check,71,69.99,5307.1,1.0,1,No,No,2021-11-03
10678,Male,73,East,Month-to-Month,DSL,Electronic Check,18,96.73,1670.73,3.0,2,Yes,No,2022-11-15
10679,Female,68,East,Month-to-Month,Fiber Optic,Bank Transfer,56,87.47,5153.49,2.0,2,Yes,Yes,2022-05-23
10680,Female,38,East,Month-to-Month,Fiber Optic,Credit Card,21,110.93,2259.56,3.0,0,No,No,2024-11-28
10681,Female,52,South,Month-to-Month,No Internet,Credit Card,31,56.1,1675.07,1.0,1,No,No,2025-02-24
10682,Male,29,East,Two Year,DSL,Bank Transfer,1,54.33,57.82,2.0,1,No,Yes,2021-05-29
10683,Male,43,East,One Year,Fiber Optic,Mailed Check,3,62.28,173.31,2.0,0,No,No,2024-12-28
10684,Female,68,West,Month-to-Month,No Internet,Electronic Check,25,60.36,1547.81,0.0,0,Yes,No,2020-10-06
10685,Female,36,West,Month-to-Month,Fiber Optic,Credit Card,8,111.53,827.02,2.0,0,No,No,2022-01-29
10686,Female,62,South,Two Year,Fiber Optic,,65,60.21,4101.98,2.0,0,Yes,No,2021-07-09
10687,Female,24,East,Month-to-Month,DSL,Credit Card,62,20.0,1305.35,0.0,0,No,No,2022-11-22
10688,Male,64,West,Two Year,Fiber Optic,Mailed Check,7,71.64,533.04,1.0,0,Yes,No,2020-10-17
10689,Female,72,North,Month-to-Month,DSL,Bank Transfer,7,42.66,283.62,,1,Yes,Yes,2022-02-23
10690,Male,24,South,Two Year,Fiber Optic,Bank Transfer,8,69.39,521.77,1.0,1,No,No,2024-06-10
10691,Male,43,North,Two Year,Fiber Optic,Credit Card,19,134.67,2560.18,1.0,0,No,No,2022-01-11
10692,Male,57,South,One Year,Fiber Optic,Bank Transfer,17,64.78,1061.02,3.0,0,No,No,2020-03-23
10693,Male,22,East,Month-to-Month,No Internet,Electronic Check,11,87.84,982.67,2.0,2,No,No,2025-07-04
10694,Male,38,West,Month-to-Month,Fiber Optic,Credit Card,49,84.99,4173.67,3.0,0,No,Yes,2023-03-07
10695,Male,31,West,Month-to-Month,Fiber Optic,Credit Card,11,96.31,999.21,1.0,2,No,Yes,2020-03-23
10696,Female,21,South,Month-to-Month,Fiber Optic,Credit Card,41,74.27,3161.65,2.0,1,No,No,2024-09-06
10697,Male,40,East,Month-to-Month,Fiber Optic,Electronic Check,62,116.03,7543.52,1.0,0,No,No,2021-10-09
10698,Female,59,East,Month-to-Month,Fiber Optic,Bank Transfer,52,97.67,5455.12,2.0,2,No,No,2020-05-30
10699,Male,37,West,One Year,Fiber Optic,Electronic Check,66,98.37,6383.91,0.0,2,No,No,2022-08-01
10700,Male,32,East,One Year,DSL,Electronic Check,68,74.47,4932.49,1.0,1,No,No,2024-10-23
10701,Female,67,East,Month-to-Month,Fiber Optic,Credit Card,67,118.4,7542.2,1.0,0,Yes,No,2022-05-09
10702,Male,69,South,Month-to-Month,DSL,Electronic Check,40,86.0,3264.35,2.0,1,Yes,No,2025-02-11
10703,Male,62,West,Two Year,DSL,Bank Transfer,5,76.27,370.43,3.0,0,Yes,No,2020-04-24
10704,Male,46,North,Month-to-Month,Fiber Optic,Bank Transfer,22,103.32,2448.27,3.0,3,No,No,2021-12-26
10705,Male,25,North,One Year,Fiber Optic,Bank Transfer,37,43.0,1487.21,5.0,2,No,No,2024-03-30
10706,Female,58,West,Month-to-Month,DSL,Electronic Check,11,76.69,811.11,1.0,1,No,Yes,2023-01-12
10707,Male,65,East,Month-to-Month,DSL,Bank Transfer,44,70.4,2892.4,2.0,0,Yes,No,2022-06-05
10708,Female,36,East,Month-to-Month,Fiber Optic,Mailed Check,53,116.21,5936.05,2.0,0,No,No,2022-03-20
10709,Male,65,West,Month-to-Month,No Internet,Credit Card,61,54.47,3105.98,1.0,1,Yes,No,2025-01-14
10710,Female,56,North,Two Year,Fiber Optic,Electronic Check,67,87.03,5838.76,2.0,1,No,No,2020-09-09
10711,Female,63,West,One Year,Fiber Optic,Mailed Check,13,135.1,1738.98,0.0,0,Yes,No,2023-07-20
10712,Female,45,East,Month-to-Month,Fiber Optic,Electronic Check,11,86.36,900.42,1.0,3,No,No,2022-04-04
10713,Male,63,West,Two Year,No Internet,Credit Card,11,33.74,351.83,2.0,1,Yes,No,2021-05-21
10714,Male,74,South,Month-to-Month,DSL,Electronic Check,7,126.35,902.3,2.0,1,Yes,Yes,2025-12-19
10715,Male,44,South,Two Year,DSL,Electronic Check,17,49.11,819.79,4.0,3,No,No,2024-09-30
10716,Female,21,South,Two Year,Fiber Optic,Electronic Check,48,56.01,2497.57,1.0,0,No,No,2020-12-16
10717,Female,75,South,Month-to-Month,DSL,Credit Card,14,46.99,702.09,2.0,1,Yes,No,2023-01-11
10718,Female,32,West,Month-to-Month,Fiber Optic,Bank Transfer,63,105.19,6526.19,3.0,0,No,No,2025-06-10
